Date,region,product_1,product_2,product_3
2021-02-01,JAPAC,484399,6826,6826
2021-02-01,JAPAC,271138,18152,18152
2021-02-01,JAPAC,199700,5158,5158
2021-02-01,JAPAC,2126801,135040,135040
2021-02-01,JAPAC,5568,304,304
2021-02-01,JAPAC,1267575,44706,44706
2021-02-01,JAPAC,210362,2973,2973
2021-02-01,JAPAC,158929,15836,15836
2021-02-01,JAPAC,129117,3281,3281
2021-02-01,JAPAC,34238,1282,1282
2021-02-01,JAPAC,3042,1096,274
2021-02-01,JAPAC,25541,5940,1485
2021-02-01,JAPAC,31754,8872,2218
2021-02-01,JAPAC,150739,24960,6240
2021-02-01,JAPAC,178974,21604,5401
2021-02-01,JAPAC,244825,51112,12778
2021-02-01,JAPAC,24884,4656,1164
2021-02-01,JAPAC,155155,15460,1546
2021-03-01,JAPAC,54880,4663,4663
2021-03-01,JAPAC,53011,4107,4107
2021-03-01,JAPAC,115333,12250,12250
2021-03-01,JAPAC,29502,1795,1795
2021-03-01,JAPAC,159845,1489,1489
2021-03-01,JAPAC,608867,11344,11344
2021-03-01,JAPAC,1048286,19676,19676
2021-03-01,JAPAC,350502,5443,5443
2021-03-01,JAPAC,169680,4040,4040
2021-03-01,JAPAC,122691,4421,4421
2021-03-01,JAPAC,8770,520,520
2021-03-01,JAPAC,439819,9775,9775
2021-03-01,JAPAC,579995,35848,35848
2021-03-01,JAPAC,193901,13602,13602
2021-03-01,JAPAC,465766,39951,39951
2021-03-01,JAPAC,196240,15852,15852
2021-03-01,JAPAC,1413805,114205,114205
2021-03-01,JAPAC,71794,3671,3671
2021-03-01,JAPAC,151271,2673,2673
2021-03-01,JAPAC,70139,13211,13211
2021-03-01,JAPAC,492028,39750,39750
2021-03-01,JAPAC,103120,2383,2383
2021-03-01,JAPAC,37310,10224,2556
2021-03-01,JAPAC,287993,46020,11505
2021-03-01,JAPAC,371281,75256,18814
2021-03-01,JAPAC,127578,13468,3367
2021-03-01,JAPAC,199412,37560,3756
2021-04-01,JAPAC,33843,4115,4115
2021-04-01,JAPAC,84460,8309,8309
2021-04-01,JAPAC,45601,3874,3874
2021-04-01,JAPAC,43964,3406,3406
2021-04-01,JAPAC,18953,1153,1153
2021-04-01,JAPAC,193416,3203,3203
2021-04-01,JAPAC,931809,7164,7164
2021-04-01,JAPAC,178572,3504,3504
2021-04-01,JAPAC,959922,18003,18003
2021-04-01,JAPAC,218604,3931,3931
2021-04-01,JAPAC,282822,4392,4392
2021-04-01,JAPAC,171680,4090,4090
2021-04-01,JAPAC,260257,2531,2531
2021-04-01,JAPAC,1170777,53664,53664
2021-04-01,JAPAC,371428,8255,8255
2021-04-01,JAPAC,539258,33269,33269
2021-04-01,JAPAC,434629,8143,8143
2021-04-01,JAPAC,177197,14315,14315
2021-04-01,JAPAC,175213,4158,4158
2021-04-01,JAPAC,65585,3344,3344
2021-04-01,JAPAC,6479,360,360
2021-04-01,JAPAC,627365,14554,14554
2021-04-01,JAPAC,1215152,52608,52608
2021-04-01,JAPAC,131953,2373,2373
2021-04-01,JAPAC,59521,11211,11211
2021-04-01,JAPAC,441278,35650,35650
2021-04-01,JAPAC,170036,9781,9781
2021-04-01,JAPAC,201242,4680,4680
2021-04-01,JAPAC,22532,992,992
2021-04-01,JAPAC,155065,24928,6232
2021-04-01,JAPAC,123866,16980,4245
2021-04-01,JAPAC,207583,24624,6156
2021-04-01,JAPAC,29139,6464,1616
2021-04-01,JAPAC,84639,7076,1769
2021-05-01,JAPAC,53046,4849,4849
2021-05-01,JAPAC,75768,6535,6535
2021-05-01,JAPAC,102911,7350,7350
2021-05-01,JAPAC,110608,6682,6682
2021-05-01,JAPAC,238628,21082,21082
2021-05-01,JAPAC,21253,1293,1293
2021-05-01,JAPAC,157858,2613,2613
2021-05-01,JAPAC,129691,978,978
2021-05-01,JAPAC,168315,3050,3050
2021-05-01,JAPAC,903468,16944,16944
2021-05-01,JAPAC,407967,7027,7027
2021-05-01,JAPAC,573693,7187,7187
2021-05-01,JAPAC,282286,6725,6725
2021-05-01,JAPAC,142777,5152,5152
2021-05-01,JAPAC,4191,365,365
2021-05-01,JAPAC,590924,30062,30062
2021-05-01,JAPAC,505243,12293,12293
2021-05-01,JAPAC,162619,1603,1603
2021-05-01,JAPAC,303037,6735,6735
2021-05-01,JAPAC,381575,6271,6271
2021-05-01,JAPAC,512182,31559,31559
2021-05-01,JAPAC,169954,11826,11826
2021-05-01,JAPAC,177197,14315,14315
2021-05-01,JAPAC,228246,5362,5362
2021-05-01,JAPAC,1593078,129156,129156
2021-05-01,JAPAC,598113,13878,13878
2021-05-01,JAPAC,657910,49711,49711
2021-05-01,JAPAC,271907,3672,3672
2021-05-01,JAPAC,156111,8980,8980
2021-05-01,JAPAC,305375,6479,6479
2021-05-01,JAPAC,3485,1184,296
2021-05-01,JAPAC,28265,6364,1591
2021-05-01,JAPAC,130517,20964,5241
2021-05-01,JAPAC,162939,22336,5584
2021-05-01,JAPAC,244637,49584,12396
2021-05-01,JAPAC,28516,5200,1300
2021-05-01,JAPAC,83137,7968,1992
2021-05-01,JAPAC,165115,31100,3110
2020-12-01,US,5299315,220347,220347
2020-12-01,US,3035073,75046,75046
2020-12-01,US,952691,45818,45818
2020-12-01,US,136210,5664,5664
2020-12-01,US,739730,42608,42608
2020-12-01,US,805504,36104,36104
2020-12-01,US,9969,1188,1188
2020-12-01,US,3159376,124022,124022
2020-12-01,US,1256090,50574,50574
2020-12-01,US,1667754,56731,56731
2020-12-01,US,13633013,204073,204073
2020-12-01,US,122905,12053,12053
2020-12-01,US,2710148,87963,87963
2020-12-01,US,1416818,31410,31410
2020-12-01,US,9317889,592456,592456
2020-12-01,US,175969,1563,1563
2020-12-01,US,2920846,26960,26960
2020-12-01,US,2921735,118361,118361
2020-12-01,US,1891737,48046,48046
2020-12-01,US,2631679,104368,52184
2020-12-01,US,806921,62780,15695
2020-12-01,US,696427,51224,12806
2020-12-01,US,651395,44212,11053
2020-12-01,US,914124,98304,24576
2020-12-01,US,1005964,127320,31830
2020-12-01,US,292734,24508,6127
2020-12-01,US,1036924,146280,36570
2020-12-01,US,1442543,234000,58500
2020-12-01,US,1363139,109576,27394
2020-12-01,US,13805443,431508,107877
2020-12-01,US,364539,80200,8020
2020-12-01,US,736382,98300,9830
2020-12-01,US,23999821,2123700,212370
2020-12-01,US,2442106,123000,12300
2020-12-01,US,616196,68250,6825
2020-12-01,US,10463035,1851160,185116
2020-12-01,US,2448490,368840,36884
2020-12-01,US,969022,2580540,43009
2021-01-01,US,9930494,376538,376538
2021-01-01,US,548201,31576,31576
2021-01-01,US,694685,20208,20208
2021-01-01,US,808614,20131,20131
2021-01-01,US,3025102,101231,101231
2021-01-01,US,1223150,45455,45455
2021-01-01,US,77367,7709,7709
2021-01-01,US,2276107,73876,73876
2021-01-01,US,1192319,26433,26433
2021-01-01,US,1606255,40463,40463
2021-01-01,US,1977851,18899,18899
2021-01-01,US,8190162,293306,293306
2021-01-01,US,2844559,110406,55203
2021-01-01,US,64127947,596758,298379
2021-01-01,US,656960,39880,9970
2021-01-01,US,657093,51552,12888
2021-01-01,US,557741,41476,10369
2021-01-01,US,565514,38656,9664
2021-01-01,US,718609,77276,19319
2021-01-01,US,780149,98776,24694
2021-01-01,US,230307,19704,4926
2021-01-01,US,1242892,175336,43834
2021-01-01,US,25071154,405372,101343
2021-01-01,US,834846,66688,16672
2021-01-01,US,435814,42880,4288
2021-01-01,US,2080555,104790,10479
2021-01-01,US,1799181,88550,8855
2021-01-01,US,553025,61130,6113
2021-01-01,US,1329233,952545,17319
2021-01-01,US,18495885,29027520,483792
2021-02-01,US,3399315,167449,167449
2021-02-01,US,8099369,296807,296807
2021-02-01,US,729426,41335,41335
2021-02-01,US,99200,4125,4125
2021-02-01,US,933411,60612,60612
2021-02-01,US,1129954,41919,41919
2021-02-01,US,598748,15950,15950
2021-02-01,US,2333690,85375,85375
2021-02-01,US,1118302,38041,38041
2021-02-01,US,130527,13006,13006
2021-02-01,US,163786,15505,15505
2021-02-01,US,1959996,63610,63610
2021-02-01,US,1017258,22552,22552
2021-02-01,US,8515973,542357,542357
2021-02-01,US,6983724,65706,65706
2021-02-01,US,689345,5629,5629
2021-02-01,US,3440098,29001,29001
2021-02-01,US,1375940,34508,34508
2021-02-01,US,1601586,15298,15298
2021-02-01,US,5558237,197434,197434
2021-02-01,US,2405661,93380,46690
2021-02-01,US,834548,56324,14081
2021-02-01,US,557652,44100,11025
2021-02-01,US,718312,60152,15038
2021-02-01,US,866344,82544,20636
2021-02-01,US,989056,124812,31203
2021-02-01,US,314564,27532,6883
2021-02-01,US,1006414,141976,35494
2021-02-01,US,1254074,203428,50857
2021-02-01,US,25936135,406368,101592
2021-02-01,US,1097359,88680,22170
2021-02-01,US,18389801,1608480,160848
2021-02-01,US,409049,39520,3952
2021-02-01,US,510627,56080,5608
2021-02-01,US,1191620,853930,15526
2021-03-01,US,4317349,218597,218597
2021-03-01,US,264846,5756,5756
2021-03-01,US,552349,46881,46881
2021-03-01,US,606492,24470,24470
2021-03-01,US,1677886,81238,81238
2021-03-01,US,546629,34641,34641
2021-03-01,US,753232,57538,57538
2021-03-01,US,60582,11408,11408
2021-03-01,US,95630,16383,16383
2021-03-01,US,1209003,27613,27613
2021-03-01,US,7060996,573571,573571
2021-03-01,US,7806463,73594,73594
2021-03-01,US,7569700,342028,342028
2021-03-01,US,108686281,1224150,612075
2021-03-01,US,1268296,48444,12111
2021-03-01,US,1578758,80204,20051
2021-03-01,US,1300064,49760,12440
2021-03-01,US,432947,58988,14747
2021-03-01,US,650194,178872,44718
2021-03-01,US,27391409,474856,118714
2021-03-01,US,59372300,1367112,341778
2021-03-01,US,14941915,1338870,133887
2021-03-01,US,192437,32860,3286
2021-03-01,US,526003,1126565,20483
2021-04-01,US,225066,4893,4893
2021-04-01,US,414820,44509,44509
2021-04-01,US,1241263,23347,23347
2021-04-01,US,2079524,105784,105784
2021-04-01,US,50580,9526,9526
2021-04-01,US,63748,10921,10921
2021-04-01,US,906559,20706,20706
2021-04-01,US,10544186,813333,813333
2021-04-01,US,4181302,39826,39826
2021-04-01,US,8870917,394154,394154
2021-04-01,US,1808098,76534,38267
2021-04-01,US,104524499,1179104,589552
2021-04-01,US,932656,40048,10012
2021-04-01,US,811044,41556,10389
2021-04-01,US,630645,120424,30106
2021-04-01,US,351505,62312,15578
2021-04-01,US,680454,114292,28573
2021-04-01,US,154820,28808,7202
2021-04-01,US,340442,74608,18652
2021-04-01,US,239077,65756,16439
2021-04-01,US,15573103,412800,103200
2021-04-01,US,1372549,93908,23477
2021-04-01,US,11731670,1033310,103331
2021-04-01,US,448757,961125,17475
2021-05-01,US,7047446,267251,267251
2021-05-01,US,300655,40817,40817
2021-05-01,US,179341,3901,3901
2021-05-01,US,758756,41428,41428
2021-05-01,US,1740385,30949,30949
2021-05-01,US,3081775,158156,158156
2021-05-01,US,607013,41212,41212
2021-05-01,US,14079524,87296,87296
2021-05-01,US,76513,13108,13108
2021-05-01,US,6959578,76656,76656
2021-05-01,US,8215867,55010,55010
2021-05-01,US,2582802,109334,54667
2021-05-01,US,71155574,1492182,746091
2021-05-01,US,809833,36964,9241
2021-05-01,US,1024217,64040,16010
2021-05-01,US,675878,37632,9408
2021-05-01,US,374789,78104,19526
2021-05-01,US,1614776,231196,57799
2021-05-01,US,64444880,1684788,421197
2021-05-01,US,24295312,1742840,174284
2021-05-01,US,309914,51560,5156
2021-05-01,US,665620,127400,12740
2021-05-01,US,284079,50000,5000
2021-05-01,US,5760016,28642860,477381
2020-12-01,Europe,31217,2644,2644
2020-12-01,Europe,43634,2665,2665
2020-12-01,Europe,78743,9583,9583
2020-12-01,Europe,28042,2152,2152
2020-12-01,Europe,123382,12866,12866
2020-12-01,Europe,120871,6079,6079
2020-12-01,Europe,145679,3138,3138
2020-12-01,Europe,6472,1500,1500
2020-12-01,Europe,154271,3919,3919
2020-12-01,Europe,40558,4166,4166
2020-12-01,Europe,27693,6757,6757
2020-12-01,Europe,11058,3129,3129
2020-12-01,Europe,122090,4318,4318
2020-12-01,Europe,507885,11454,11454
2020-12-01,Europe,33475,900,450
2020-12-01,Europe,311318,25586,12793
2020-12-01,Europe,170858,14468,3617
2020-12-01,Europe,40975,11356,2839
2020-12-01,Europe,30324,4240,1060
2020-12-01,Europe,90442,10904,2726
2020-12-01,Europe,258243,21228,3538
2020-12-01,Europe,71680,178612,6379
2021-01-01,Europe,74219,2509,2509
2021-01-01,Europe,88465,10594,10594
2021-01-01,Europe,80361,7315,7315
2021-01-01,Europe,30481,2333,2333
2021-01-01,Europe,2495656,18524,18524
2021-01-01,Europe,22192,6292,6292
2021-01-01,Europe,69227,2803,2803
2021-01-01,Europe,99812,2150,2150
2021-01-01,Europe,384559,33698,33698
2021-01-01,Europe,366498,17840,17840
2021-01-01,Europe,1405459,51777,51777
2021-01-01,Europe,134667,3421,3421
2021-01-01,Europe,76765,9045,9045
2021-01-01,Europe,18440,4438,4438
2021-01-01,Europe,187241,11516,5758
2021-01-01,Europe,25244,6996,1749
2021-01-01,Europe,79181,18352,4588
2021-01-01,Europe,47003,6572,1643
2021-01-01,Europe,59069,13704,3426
2021-01-01,Europe,64045,10400,2600
2021-01-01,Europe,83557,22170,3695
2021-01-01,Europe,59282,21306,3551
2021-01-01,Europe,299117,24588,4098
2021-01-01,Europe,89141,182392,6514
2021-01-01,Europe,863487,2226028,79501
2021-01-01,Europe,202568,474292,16939
2021-01-01,Europe,41355,93016,3322
2021-01-01,Europe,93345,191940,2285
2021-02-01,Europe,36152,3059,3059
2021-02-01,Europe,147697,15402,15402
2021-02-01,Europe,48556,3019,3019
2021-02-01,Europe,121244,3080,3080
2021-02-01,Europe,121994,3105,3105
2021-02-01,Europe,961332,70841,70841
2021-02-01,Europe,555743,27085,27085
2021-02-01,Europe,21594,5005,5005
2021-02-01,Europe,9972,2826,2826
2021-02-01,Europe,88076,3115,3115
2021-02-01,Europe,1139004,21177,21177
2021-02-01,Europe,307539,22984,11492
2021-02-01,Europe,66635,3218,1609
2021-02-01,Europe,230622,18886,9443
2021-02-01,Europe,4637,356,178
2021-02-01,Europe,14039,4652,1163
2021-02-01,Europe,60196,13952,3488
2021-02-01,Europe,99301,43596,7266
2021-02-01,Europe,31432,11298,1883
2021-02-01,Europe,80984,165704,5918
2021-02-01,Europe,850553,2192652,78309
2021-03-01,Europe,60344,5127,5127
2021-03-01,Europe,111294,9958,9958
2021-03-01,Europe,63278,1672,1672
2021-03-01,Europe,206667,3612,3612
2021-03-01,Europe,18771,5004,5004
2021-03-01,Europe,42611,1090,1090
2021-03-01,Europe,22859,2262,2262
2021-03-01,Europe,9048,2523,2523
2021-03-01,Europe,1089424,23289,23289
2021-03-01,Europe,4637,356,178
2021-03-01,Europe,76374,15464,3866
2021-03-01,Europe,16567,3720,930
2021-03-01,Europe,18498,2924,731
2021-03-01,Europe,70331,154896,5532
2021-03-01,Europe,70077,143388,5121
2021-03-01,Europe,827967,2135672,76274
2021-03-01,Europe,198167,463624,16558
2021-03-01,Europe,40785,85848,3066
2021-03-01,Europe,101215,203784,2426
2021-04-01,Europe,56311,3427,3427
2021-04-01,Europe,180508,16880,16880
2021-04-01,Europe,185101,22369,22369
2021-04-01,Europe,45494,2797,2797
2021-04-01,Europe,84004,2134,2134
2021-04-01,Europe,1553938,14868,14868
2021-04-01,Europe,29373,8190,8190
2021-04-01,Europe,2810891,72507,72507
2021-04-01,Europe,325188,5472,5472
2021-04-01,Europe,356449,17429,17429
2021-04-01,Europe,19134,6001,6001
2021-04-01,Europe,38897,1487,1487
2021-04-01,Europe,38559,4469,4469
2021-04-01,Europe,13166,3169,3169
2021-04-01,Europe,63976,2311,2311
2021-04-01,Europe,167894,10491,10491
2021-04-01,Europe,101811,4006,4006
2021-04-01,Europe,325433,25062,12531
2021-04-01,Europe,63528,12636,3159
2021-04-01,Europe,371452,29808,4968
2021-04-01,Europe,222301,576072,20574
2021-04-01,Europe,35216,73976,2642
2021-05-01,Europe,77615,1979,1979
2021-05-01,Europe,80922,7650,7650
2021-05-01,Europe,94314,2926,2926
2021-05-01,Europe,126446,3947,3947
2021-05-01,Europe,39339,3395,3395
2021-05-01,Europe,52671,1298,649
2021-05-01,Europe,92916,7768,1942
2021-05-01,Europe,24501,7728,1932
2021-05-01,Europe,63902,14336,3584
2021-05-01,Europe,582,92,23
2021-05-01,Europe,88371,36996,6166
2021-05-01,Europe,40724,14130,2355
2021-05-01,Europe,54326,111160,3970
2021-05-01,Europe,61944,160524,5733
2021-05-01,Europe,89624,183372,2183
2020-12-01,ICON - LACAN,1246970,13287,13287
2020-12-01,ICON - LACAN,493255,9466,9466
2020-12-01,ICON - LACAN,180520,4795,4795
2020-12-01,ICON - LACAN,117,1,1
2020-12-01,ICON - LACAN,690181,24097,24097
2020-12-01,ICON - LACAN,87343,5940,1485
2020-12-01,ICON - LACAN,1128063,142812,35703
2020-12-01,ICON - LACAN,143385,353190,11773
2021-01-01,ICON - LACAN,132115,3787,3787
2021-01-01,ICON - LACAN,8840,881,881
2021-01-01,ICON - LACAN,236379,10260,10260
2021-01-01,ICON - LACAN,59380,1927,1927
2021-01-01,ICON - LACAN,436051,11529,11529
2021-01-01,ICON - LACAN,37526,90300,3010
2021-02-01,ICON - LACAN,412644,7919,7919
2021-02-01,ICON - LACAN,476808,12184,12184
2021-02-01,ICON - LACAN,3943067,10716,10716
2021-02-01,ICON - LACAN,683185,43381,43381
2021-02-01,ICON - LACAN,1009057,13518,13518
2021-02-01,ICON - LACAN,1467423,57362,28681
2021-02-01,ICON - LACAN,37526,90300,3010
2021-03-01,ICON - LACAN,409565,7891,7891
2021-03-01,ICON - LACAN,117,1,1
2021-03-01,ICON - LACAN,1456577,23237,23237
2021-03-01,ICON - LACAN,1435630,19259,19259
2021-03-01,ICON - LACAN,717037,132452,33113
2021-03-01,ICON - LACAN,240451,967988,34571
2021-03-01,ICON - LACAN,37526,90300,3010
2021-04-01,ICON - LACAN,78227,2499,2499
2021-04-01,ICON - LACAN,1838527,20881,20881
2021-04-01,ICON - LACAN,281696,5406,5406
2021-04-01,ICON - LACAN,862777,20223,20223
2021-04-01,ICON - LACAN,122946,4833,4833
2021-04-01,ICON - LACAN,469963,13406,13406
2021-04-01,ICON - LACAN,85335,16600,4150
2021-04-01,ICON - LACAN,745470,150384,37596
2021-04-01,ICON - LACAN,617105,113956,28489
2021-04-01,ICON - LACAN,219973,873908,31211
2021-04-01,ICON - LACAN,320924,493080,16436
2021-05-01,ICON - LACAN,250744,4812,4812
2021-05-01,ICON - LACAN,525545,12219,12219
2021-05-01,ICON - LACAN,413725,33424,33424
2021-05-01,ICON - LACAN,612178,113108,28277
2021-05-01,ICON - LACAN,214043,826868,29531
2021-05-01,ICON - LACAN,37526,90300,3010
2020-12-01,ICON - TMEA,337455,30023,30023
2020-12-01,ICON - TMEA,33792,1404,1404
2020-12-01,ICON - TMEA,555800,27158,27158
2020-12-01,ICON - TMEA,89024,24672,6168
2020-12-01,ICON - TMEA,8800,2040,510
2020-12-01,ICON - TMEA,2529,520,130
2020-12-01,ICON - TMEA,24919,5196,1299
2020-12-01,ICON - TMEA,93253,15064,3766
2020-12-01,ICON - TMEA,239524,49900,12475
2020-12-01,ICON - TMEA,27,12,2
2020-12-01,ICON - TMEA,20308,9000,1500
2020-12-01,ICON - TMEA,25903,11394,1899
2020-12-01,ICON - TMEA,18078,6582,1097
2021-01-01,ICON - TMEA,65,16,16
2021-01-01,ICON - TMEA,91631,25980,25980
2021-01-01,ICON - TMEA,175044,6299,6299
2021-01-01,ICON - TMEA,398542,35061,35061
2021-01-01,ICON - TMEA,88399,2295,2295
2021-01-01,ICON - TMEA,415668,20354,20354
2021-01-01,ICON - TMEA,25618,1000,500
2021-01-01,ICON - TMEA,342294,21172,10586
2021-01-01,ICON - TMEA,12840,4216,1054
2021-01-01,ICON - TMEA,27354,6340,1585
2021-01-01,ICON - TMEA,93254,15064,3766
2021-01-01,ICON - TMEA,71521,14900,3725
2021-01-01,ICON - TMEA,134,48,8
2021-01-01,ICON - TMEA,25903,11394,1899
2021-01-01,ICON - TMEA,191717,463736,16562
2021-02-01,ICON - TMEA,25377,7195,7195
2021-02-01,ICON - TMEA,80878,3123,3123
2021-02-01,ICON - TMEA,1987,70,70
2021-02-01,ICON - TMEA,1912,542,542
2021-02-01,ICON - TMEA,53126,2120,2120
2021-02-01,ICON - TMEA,93940,3007,3007
2021-02-01,ICON - TMEA,10112,2867,2867
2021-02-01,ICON - TMEA,23416,1100,550
2021-02-01,ICON - TMEA,40252,8272,2068
2021-02-01,ICON - TMEA,134552,35884,8971
2021-02-01,ICON - TMEA,54950,12736,3184
2021-02-01,ICON - TMEA,15357,4256,1064
2021-02-01,ICON - TMEA,2200,452,113
2021-02-01,ICON - TMEA,97747,26520,5304
2021-02-01,ICON - TMEA,27,12,2
2021-03-01,ICON - TMEA,104,29,29
2021-03-01,ICON - TMEA,16581,1394,1394
2021-03-01,ICON - TMEA,1240,53,53
2021-03-01,ICON - TMEA,233578,7358,7358
2021-03-01,ICON - TMEA,666,59,59
2021-03-01,ICON - TMEA,46681,4071,4071
2021-03-01,ICON - TMEA,94370,3007,3007
2021-03-01,ICON - TMEA,55507,3468,1734
2021-03-01,ICON - TMEA,2207,808,202
2021-03-01,ICON - TMEA,5831,1580,395
2021-03-01,ICON - TMEA,7203,1616,404
2021-03-01,ICON - TMEA,9470,1892,473
2021-03-01,ICON - TMEA,5462,1456,364
2021-03-01,ICON - TMEA,8679,2468,617
2021-03-01,ICON - TMEA,88,12,3
2021-03-01,ICON - TMEA,15583,4440,1110
2021-03-01,ICON - TMEA,35799,11288,2822
2021-03-01,ICON - TMEA,19735,6846,1141
2021-03-01,ICON - TMEA,145262,349552,12484
2021-04-01,ICON - TMEA,56744,776,776
2021-04-01,ICON - TMEA,25184,7022,7022
2021-04-01,ICON - TMEA,546515,9863,9863
2021-04-01,ICON - TMEA,92779,8091,8091
2021-04-01,ICON - TMEA,4832,380,380
2021-04-01,ICON - TMEA,28,8,8
2021-04-01,ICON - TMEA,174492,5308,5308
2021-04-01,ICON - TMEA,42294,3650,3650
2021-04-01,ICON - TMEA,46845,2319,2319
2021-04-01,ICON - TMEA,125,4,4
2021-04-01,ICON - TMEA,126205,11006,11006
2021-04-01,ICON - TMEA,16023,4512,1128
2021-04-01,ICON - TMEA,112329,35300,8825
2021-04-01,ICON - TMEA,45,12,3
2021-04-01,ICON - TMEA,2525,820,205
2021-04-01,ICON - TMEA,71,16,4
2021-04-01,ICON - TMEA,21759,7548,1258
2021-04-01,ICON - TMEA,36389,74452,2659
2021-05-01,ICON - TMEA,42119,576,576
2021-05-01,ICON - TMEA,8729,2433,2433
2021-05-01,ICON - TMEA,166367,5018,5018
2021-05-01,ICON - TMEA,32037,1253,1253
2021-05-01,ICON - TMEA,102755,8961,8961
2021-05-01,ICON - TMEA,78709,2508,2508
2021-05-01,ICON - TMEA,125322,1417,1417
2021-05-01,ICON - TMEA,59151,20604,5151
2021-05-01,ICON - TMEA,15503,5400,1350
2021-05-01,ICON - TMEA,58453,18444,4611
2021-05-01,ICON - TMEA,18310,6012,1503
2021-05-01,ICON - TMEA,29,12,2
2021-05-01,ICON - TMEA,21759,7548,1258
2021-05-01,ICON - TMEA,65998,132412,4729
2020-12-01,JAPAC,56623,5642,5642
2020-12-01,JAPAC,201903,20118,20118
2020-12-01,JAPAC,513601,5472,5472
2020-12-01,JAPAC,2404299,19088,19088
2020-12-01,JAPAC,133833,3365,3365
2020-12-01,JAPAC,871546,44609,44609
2020-12-01,JAPAC,125595,13438,13438
2020-12-01,JAPAC,116904,4848,4848
2020-12-01,JAPAC,664344,25878,12939
2020-12-01,JAPAC,135622,214785,7955
2020-12-01,JAPAC,6091,1370264,24469
2021-01-01,JAPAC,2802480,18409,18409
2021-01-01,JAPAC,109201,10881,10881
2021-01-01,JAPAC,4799047,23517,23517
2021-01-01,JAPAC,109716,2746,2746
2021-01-01,JAPAC,1910030,603250,603250
2021-01-01,JAPAC,837917,42833,42833
2021-01-01,JAPAC,114437,11938,11938
2021-01-01,JAPAC,57433,168532,6019
2021-01-01,JAPAC,1176002,4353608,77743
2021-02-01,JAPAC,42603,1369,1369
2021-02-01,JAPAC,144799,3118,3118
2021-02-01,JAPAC,26092,1476,1476
2021-02-01,JAPAC,2451896,14829,14829
2021-02-01,JAPAC,3880871,20750,20750
2021-02-01,JAPAC,7256,29912,29912
2021-02-01,JAPAC,346394,559790,559790
2021-02-01,JAPAC,103280,10438,10438
2021-02-01,JAPAC,1486607,62418,31209
2021-03-01,JAPAC,51536,1000,1000
2021-03-01,JAPAC,14839,2795,2795
2021-03-01,JAPAC,177040,1797,1797
2021-03-01,JAPAC,3949243,18288,18288
2021-03-01,JAPAC,279,10,10
2021-03-01,JAPAC,44253,3282,3282
2021-03-01,JAPAC,103560,4489,4489
2021-03-01,JAPAC,764239,38951,38951
2021-03-01,JAPAC,68379,194488,6946
2021-04-01,JAPAC,1267204,104637,104637
2021-04-01,JAPAC,5887054,288095,288095
2021-04-01,JAPAC,75608,14241,14241
2021-04-01,JAPAC,309747,17401,17401
2021-04-01,JAPAC,140753,3285,3285
2021-04-01,JAPAC,2320756,14344,14344
2021-04-01,JAPAC,62144,11705,11705
2021-04-01,JAPAC,148544,6491,6491
2021-04-01,JAPAC,82670,16108,4027
2021-04-01,JAPAC,1230132,7984368,142578
2021-05-01,JAPAC,80073,15082,15082
2021-05-01,JAPAC,206352,6008,6008
2021-05-01,JAPAC,5278006,260439,260439
2021-05-01,JAPAC,279,10,10
2021-05-01,JAPAC,30486,2261,2261
2021-05-01,JAPAC,297287,16701,16701
2021-05-01,JAPAC,2320756,14344,14344
2021-05-01,JAPAC,39490,7438,7438
2021-05-01,JAPAC,82670,16108,4027
2021-05-01,JAPAC,1203086,9281496,165741
2021-05-01,PARTNER,263443,4433,4433
2021-05-01,PARTNER,23660,6597,6597
2020-12-01,US,11700845,83533,83533
2020-12-01,US,2202206,45823,45823
2020-12-01,US,144599,1331,1331
2021-01-01,US,1527151,57476,57476
2021-01-01,US,32659,1636,1636
2021-01-01,US,7784455,50706,50706
2021-01-01,US,8263348,200888,200888
2021-01-01,US,809904,41498,41498
2021-02-01,US,29501,1478,1478
2021-02-01,US,12575,862,862
2021-02-01,US,23273,3156,3156
2021-02-01,US,652031,86940,8694
2021-02-01,US,2857148,430400,43040
2021-02-01,US,3549134,7615140,253838
2021-02-01,US,461916,1420680,23678
2021-03-01,US,801376,30145,30145
2021-03-01,US,11678,778,778
2021-03-01,US,25647209,129942,129942
2021-03-01,US,13509023,314848,78712
2021-03-01,US,3139797,272500,27250
2021-03-01,US,14136160,2123370,212337
2021-03-01,US,3273659,428340,42834
2021-04-01,US,1489252,32687,32687
2021-04-01,US,672187,25579,25579
2021-04-01,US,65535,5137,5137
2021-04-01,US,7230956,49426,49426
2021-04-01,US,29889262,157186,157186
2021-04-01,US,12570367,151290,151290
2021-04-01,US,885411,44461,44461
2021-04-01,US,22092324,412836,103209
2021-04-01,US,239711,52610,5261
2021-04-01,US,3139565,410760,41076
2021-04-01,US,5517441,8963352,331976
2021-04-01,US,239210,381864,13638
2021-04-01,US,3455654,7414590,247153
2021-04-01,US,2540898,5104230,170141
2021-04-01,US,1489000,2655480,88516
2021-05-01,US,749707,28191,28191
2021-05-01,US,1878105,35904,35904
2021-05-01,US,6514065,45084,45084
2021-05-01,US,23935876,126238,126238
2021-05-01,US,13625403,228132,228132
2021-05-01,US,813833,40595,40595
2021-05-01,US,13329869,149934,149934
2021-05-01,US,20503281,370460,92615
2021-05-01,US,7367039,1195360,119536
